Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,79866.72
Dell,Notebook,14,1.6,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,45767.52
Acer,2 in 1 Convertible,13.3,1.6,1920x1080,Full HD,2.3,Intel, Core i5 6200U,256,0,0,8,windows,36709.92
Dell,Notebook,15.6,2.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,16,linux,47898.72
Acer,Notebook,15.6,2.1,1366x768,HD,2,Intel, Core i3 6006U,0,1TB,0,4,linux,20779.2
Asus,Notebook,15.6,2.2,1920x1080,Full HD,2.5,AMD, A10-Series A10-9620P,128,1TB,0,4,windows,30636.0
Asus,Gaming,17.3,4.7,1920x1080,Full HD,2.9,Intel, Core i7 7820HK,512,1TB,0,32,windows,207259.2
Acer,Gaming,15.6,2.5,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,45074.88
Lenovo,Notebook,15.6,2.2,1366x768,HD,2,Intel, Core i3 6006U,128,0,0,8,windows,31381.92
Asus,Notebook,17.3,2.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,windows,61005.6
Asus,Notebook,17.3,2.69,1920x1080,Full HD,2.7,Intel, Core i7 7500U,128,1TB,0,8,no,47365.92
Dell,Gaming,15.6,2.56,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,46833.12
Lenovo,2 in 1 Convertible,13.9,1.38,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,57489.12
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,2TB,0,8,windows,52480.8
HP,Notebook,15.6,2.04,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,windows,29783.52
Asus,Gaming,17.3,3.6,1920x1080,Full HD,2.9,Intel, Core i7 7820HK,256,0,0,16,windows,159786.72
HP,Notebook,13.3,1.49,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,35964.0
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,3.1,Intel, Core i5,512,0,0,8,macos,108691.2
Dell,2 in 1 Convertible,15.6,2.08,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,8,windows,43636.32
Asus,Gaming,17.3,4.3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,95850.72
Asus,Notebook,15.6,1.68,1366x768,HD,3,AMD, A9-Series 9420,0,1TB,0,4,windows,24988.32
Lenovo,2 in 1 Convertible,13.9,1.37,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,98514.72
Acer,Notebook,17.3,3,1920x1080,Full HD,2.7,Intel, Core i3 7130U,256,0,0,4,windows,37402.56
Dell,Ultrabook,13.3,1.41,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,50562.72
HP,Notebook,15.6,1.91,1366x768,HD,2.5,AMD, A6-Series A6-9220,128,0,0,8,windows,23757.552
HP,Notebook,17.3,2.9,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,16,windows,56423.52
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1TB,0,16,windows,133146.72
Lenovo,2 in 1 Convertible,15.6,2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,90522.72
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,windows,60845.76
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2,Intel, Core i3 6006U,256,0,0,4,no,23656.32
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,38468.16
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1TB,0,4,windows,35004.96
Dell,Notebook,15.6,2.24,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,windows,30103.2
Dell,2 in 1 Convertible,15.6,2.67,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,42570.72
Asus,2 in 1 Convertible,13.3,4.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,79866.72
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,8,windows,54239.04
Lenovo,Notebook,15.6,2.05,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,46886.4
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.9,Intel, Core i5,512,0,0,8,macos,104370.192
Asus,Gaming,17.3,3.2,1920x1080,Full HD,3,AMD, Ryzen 1700,256,1TB,0,16,windows,82530.72
Dell,Notebook,15.6,2.14,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,linux,39164.5296
Lenovo,2 in 1 Convertible,14,1.36,2560x1440,Quad HD,2.6,Intel, Core i7 6600U,512,0,0,16,windows,133146.72
Toshiba,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i7 6500U,0,500,0,8,windows,43263.36
Dell,Notebook,15.6,2.3,1366x768,HD,2.7,Intel, Core i7 7500U,0,1TB,0,12,windows,37992.3696
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,linux,58554.72
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1TB,0,8,windows,39693.6
Lenovo,Notebook,17.3,2.8,1600x900,HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,26053.92
Lenovo,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,2TB,0,8,no,45234.72
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.7,Intel, Core i7 7500U,128,1TB,0,6,windows,45767.52
Dell,Notebook,15.6,2.25,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1TB,0,4,linux,22803.84
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,44169.12
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,6,windows,30849.12
Acer,Notebook,15.6,3,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,50669.28
Acer,Notebook,15.6,2.15,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,12,windows,35111.52
Lenovo,Notebook,15.6,1.95,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,58448.16
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,52054.56
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,62817.12
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1TB,0,8,no,35112.0528
Acer,Notebook,15.6,2.19,1366x768,HD,1.5,Intel, Celeron Dual Core 3205U,16,0,0,2,chrome,10602.72
Asus,Gaming,17.3,3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,windows,63243.36
HP,Notebook,17.3,2.54,1600x900,HD,2,Intel, Core i3 6006U,0,1TB,0,8,windows,26053.92
Dell,Notebook,15.6,2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,97449.12
Lenovo,Notebook,15.6,2.05,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,39373.92
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,windows,69210.72
Acer,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,linux,52161.12
Dell,Workstation,17.3,3.42,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,256,0,0,16,windows,153705.3408
Lenovo,Notebook,15.6,2.4,1920x1080,Full HD,2.4,AMD, A10-Series 9600P,0,1TB,0,6,windows,26586.72
Asus,Ultrabook,15.6,1.63,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,78215.04
Asus,Notebook,14,1.3,1366x768,HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,27119.52
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,113060.16
Lenovo,Notebook,17.3,5.8,1600x900,HD,2.5,Intel, Core i5 7200U,0,1TB,0,6,windows,34578.72
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,0,2TB,0,8,no,29250.72
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,67399.2
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1TB,0,4,no,19180.2672
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,16,windows,105228.0
Toshiba,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,55571.04
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1TB,0,8,windows,43636.32
HP,Notebook,15.6,1.86,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,24988.32
Lenovo,Notebook,13.3,1.1,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,53226.72
Dell,Ultrabook,13.3,1.21,3840x2160,4K,1.8,Intel, Core i7 8550U,0,0,0,16,windows,133146.72
MSI,Gaming,15.6,2.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,111834.72
Acer,Notebook,15.6,2.23,1920x1080,Full HD,2.2,AMD, A8-Series 7410,256,0,0,8,windows,24988.32
Asus,2 in 1 Convertible,11.6,1.1,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,2,windows,14652.0
Dell,Notebook,15.6,2.33,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1TB,0,8,windows,44968.32
HP,2 in 1 Convertible,13.3,1.29,3840x2160,4K,1.8,Intel, Core i7 8550U,0,0,0,16,windows,130482.72
Lenovo,Notebook,13.3,1.45,1366x768,HD,1.6,Intel, Celeron Dual Core 3855U,0,0,16,4,chrome,24503.472
HP,Notebook,14,1.95,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,52214.4
Acer,Notebook,11.6,1.4,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,0,128,4,windows,25840.8
HP,Notebook,14,1.48,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,68837.76
Lenovo,Notebook,17.3,2.79,1600x900,HD,2.5,Intel, Core i5 7200U,0,1TB,0,4,windows,31381.92
Asus,Notebook,14,2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,58288.32
HP,Notebook,15.6,2.1,1366x768,HD,1.8,Intel, Core i7 8550U,0,1TB,0,8,windows,48058.56
Acer,Notebook,15.6,2.2,1366x768,HD,2.7,AMD, A12-Series 9720P,256,0,0,8,windows,35111.52
Lenovo,Notebook,14,1.44,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,15557.76
Acer,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,6,windows,29250.72
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,55938.672
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,71128.8
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,0,0,0,32,windows,140605.92
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,8,windows,63882.72
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,50243.04
Asus,Notebook,14,2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,1TB,0,8,windows,71075.52
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,23922.72
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,53226.72
HP,Notebook,14,1.48,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,67559.04
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,60952.32
Asus,Notebook,15.6,2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,linux,14651.4672
Dell,Notebook,15.6,2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,60885.72
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,linux,14646.672
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.6,AMD, A12-Series 9720P,0,2TB,0,12,windows,47898.72
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1TB,0,8,windows,38148.48
Lenovo,2 in 1 Convertible,13.9,1.4,3840x2160,4K,1.8,Intel, Core i7 8550U,512,0,0,16,windows,111834.72
Dell,Ultrabook,13.3,1.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,84129.12
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,2TB,0,16,windows,60153.12
HP,Notebook,14,1.44,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,windows,14865.12
Dell,Ultrabook,15.6,1.88,1920x1080,Full HD,1.9,Intel, Core i7 8650U,512,0,0,16,windows,85672.1088
Asus,2 in 1 Convertible,11.6,1.5,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,19980.0
Dell,Ultrabook,15.6,2.0,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1TB,0,8,windows,35324.64
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,69477.12
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,75071.52
HP,Workstation,15.6,2.6,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,92615.0256
Toshiba,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,16,windows,74751.84
Dell,Notebook,15.6,2.02,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,2TB,0,8,windows,51729.552
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,no,17155.6272
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1TB,0,8,windows,53226.72
Dell,Notebook,15.6,2.36,1366x768,HD,2.5,Intel, Core i5 7200U,0,2TB,0,8,windows,29696.6736
Dell,Notebook,14,1.36,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,76030.56
HP,Notebook,15.6,1.86,1366x768,HD,2,Intel, Core i3 6006U,0,500,0,4,windows,23389.92
Asus,Notebook,14,2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,50349.6
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.5,Intel, Core i5 7200U,128,1TB,0,6,windows,38308.32
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,windows,34045.92
Lenovo,Notebook,15.6,2.2,1366x768,HD,2,Intel, Core i3 6006U,256,0,0,8,no,26586.72
HP,Notebook,15.6,2.04,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,2TB,0,8,windows,20725.92
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1TB,0,8,windows,57808.8
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1TB,0,8,no,43103.52
Dell,Notebook,15.6,2.33,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,47898.72
HP,Ultrabook,14,1.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,93240.0
Asus,2 in 1 Convertible,15.6,2.26,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,2TB,0,12,windows,58554.72
Acer,Notebook,15.6,2.1,1366x768,HD,3,AMD, A9-Series 9420,128,0,0,4,windows,22697.28
Asus,Gaming,17.3,3.25,1920x1080,Full HD,3,AMD, Ryzen 1700,256,1TB,0,16,windows,117162.72
Lenovo,Notebook,17.3,2.6,1600x900,HD,2.2,AMD, A8-Series 7410,128,0,0,4,windows,26053.92
Dell,2 in 1 Convertible,13.3,1.62,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,46300.8528
HP,Notebook,15.6,1.91,1920x1080,Full HD,3,AMD, A9-Series 9420,256,0,0,4,windows,26053.3872
Lenovo,Notebook,11.6,1.59,1366x768,HD,1.1,Intel, Celeron Quad Core N3450,128,0,0,4,windows,29463.84
Dell,Notebook,15.6,1.8,1366x768,HD,1.60,Intel, Celeron Dual Core N3060,0,500,0,4,windows,16463.52
Asus,Notebook,14,1.5,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,15238.08
Acer,Notebook,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,linux,45074.88
HP,Gaming,17.3,3.35,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,63456.48
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2,Intel, Core i3 6006U,128,0,0,4,no,21498.48
Asus,Gaming,15.6,2.3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,88178.4
Lenovo,Notebook,14,1.5,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,58554.72
Asus,Ultrabook,13.3,1.1,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,93181.392
Lenovo,Ultrabook,14,1.13,2560x1440,Quad HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,121584.96
Lenovo,Notebook,13.3,1.5,1920x1080,Full HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,29250.72
Dell,Workstation,15.6,2.23,1920x1080,Full HD,2.6,Intel, Core i5 6440HQ,0,500,0,8,windows,72940.32
Dell,Workstation,15.6,2,1920x1080,Full HD,2.7,Intel, Core i7 6820HQ,256,0,0,8,windows,113752.8
Lenovo,2 in 1 Convertible,14,1.42,2560x1440,Quad HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,133679.52
Asus,Gaming,17.3,3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1TB,0,8,windows,55357.92
Asus,Gaming,17.3,3,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,84768.48
Acer,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Core i5 8250U,0,1TB,0,12,windows,36975.7872
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,71874.72
Dell,Notebook,15.6,2.33,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,linux,41498.1936
HP,Ultrabook,15.6,1.91,1920x1080,Full HD,3,AMD, A9-Series 9420,256,0,0,4,windows,26586.72
Lenovo,Notebook,15.6,2.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,65510.9568
Lenovo,Notebook,14,1.9,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,49976.64
Dell,Workstation,15.6,1.78,3840x2160,4K,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,144495.36
Lenovo,Ultrabook,14,1.13,2560x1440,Quad HD,2.7,Intel, Core i7 7500U,0,0,0,16,windows,139860.0
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1TB,0,4,windows,16303.68
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,81465.12
Lenovo,Notebook,10.078740157480315,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,1TB,0,8,windows,60978.96
Acer,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,linux,46833.12
MSI,Gaming,17.3,2.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,16,windows,119826.72
Asus,Ultrabook,14,1.10,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,8,windows,99793.44
Toshiba,Ultrabook,13.3,1.2,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,16,windows,93080.16
Dell,Ultrabook,14,1.36,1920x1080,Full HD,2.8,Intel, Core i7 7600U,512,0,0,8,windows,89510.4
Lenovo,Notebook,14.015748031496063,2.2,1920x1080,Full HD,2,Intel, Core i3 6006U,0,500,0,4,windows,21791.52
Lenovo,Notebook,11.6,1.15,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,2,windows,16221.096
Lenovo,Workstation,15.6,2.67,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,102564.0
Lenovo,Ultrabook,14,1.7,2560x1440,Quad HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,103523.04
HP,Notebook,15.6,2.1,1920x1080,Full HD,2,Intel, Core i3 6006U,0,1TB,0,4,windows,24988.32
Acer,2 in 1 Convertible,13.3,1.6,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,42038.4528
Asus,2 in 1 Convertible,13.3,1.27,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,49443.84
Dell,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,linux,31909.392
Dell,Notebook,13.3,1.65,1366x768,HD,2,Intel, Core i3 6006U,128,0,0,4,windows,36709.92
HP,Ultrabook,14,1.43,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,79920.0
Dell,Notebook,15.6,2.14,1366x768,HD,2.5,Intel, Core i5 7200U,0,1TB,0,8,windows,28768.536
Lenovo,Ultrabook,14,1.75,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,64755.4464
Lenovo,2 in 1 Convertible,15.6,2,3840x2160,4K,2.8,Intel, Core i7 7700HQ,512,0,0,16,windows,101178.72
Chuwi,Notebook,12.3,1.4,2736x1824,Quad HD,1.1,Intel, Celeron Quad Core N3450,0,0,64,6,windows,23922.72
HP,Notebook,15.6,2.31,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,256,0,0,8,windows,76030.56
Asus,Notebook,14.015748031496063,2.3,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1TB,0,8,linux,31808.16
Dell,Gaming,10.748031496062993,4.42,2560x1440,Quad HD,2.9,Intel, Core i7 7820HK,256,1TB,0,16,windows,149130.72
Dell,Gaming,15.6,2.62,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,61751.52
Dell,Notebook,15.6,2.02,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,2TB,0,8,windows,60867.072
Dell,Ultrabook,14,1.6,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,8,linux,58554.72
HP,Gaming,17.3,3.35,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1TB,0,12,windows,106506.72
Mediacom,2 in 1 Convertible,11.6,1.16,1920x1080,Full HD,1.1,Intel, Celeron Dual Core N3350,32,0,0,4,windows,15930.72
Samsung,Notebook,11.6,1.15,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,16,4,chrome,14332.32
Lenovo,Notebook,13.3,1.4,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,53812.8
Lenovo,Notebook,14,1.7,1920x1080,Full HD,2.7,Intel, Core i3 7130U,128,0,0,4,windows,31914.72
Lenovo,Workstation,15.6,2.3,3840x2160,4K,2.8,Intel, Core i7 7600U,512,0,0,16,windows,130269.6
Lenovo,Notebook,15.6,2.5,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,512,0,0,16,windows,130482.72
Asus,Gaming,17.3,3.2,1920x1080,Full HD,3.2,AMD, Ryzen 1600,256,1TB,0,8,windows,90309.6
HP,Notebook,15.6,2.1,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,windows,18488.16
Google,Ultrabook,12.3,1.1,2400x1600,Full HD,1.3,Intel, Core i7 7Y75,512,0,0,16,chrome,117162.72
Lenovo,Ultrabook,9.448818897637794,1.32,2560x1440,Quad HD,2.7,Intel, Core i7 7500U,512,0,0,24,windows,126912.96
Asus,Notebook,15.6,2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,4,linux,29783.52
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.5,AMD, A6-Series 9220,0,1TB,0,8,windows,27652.32
Dell,Notebook,15.6,2.2,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,4,windows,39906.72
Lenovo,Ultrabook,12.5,1.36,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,76137.12
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,1.1,Intel, Pentium Quad Core N4200,128,0,0,4,windows,18594.72
HP,Gaming,15.6,2.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1TB,0,8,windows,58554.72
Dell,Notebook,14,1.64,1920x1080,Full HD,2.8,Intel, Core i5 7440HQ,256,0,0,8,windows,62817.12
Acer,Notebook,15.6,2.4,1366x768,HD,2.5,Intel, Core i5 7200U,0,500,0,4,linux,23539.104
Dell,Workstation,15.6,2.23,1920x1080,Full HD,3,Intel, Xeon E3-1505M V6,0,1TB,64,8,windows,106187.04
MSI,Gaming,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,54757.9872
Microsoft,Ultrabook,13.5,1.25,2256x1504,Full HD,2.5,Intel, Core i7 7660U,512,0,0,16,windows,137941.92
HP,Notebook,15.6,1.91,1366x768,HD,2.5,Intel, Core i5 7200U,128,0,0,8,windows,31381.92
Dell,Workstation,15.6,2.17,1920x1080,Full HD,2.7,Intel, Core i7 6820HQ,256,0,0,16,windows,105228.0
HP,Workstation,15.6,2.31,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,512,0,0,8,windows,81731.52
Lenovo,Notebook,14,1.65,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,71661.6
Dell,Notebook,15.6,2.36,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1TB,0,8,windows,52161.12
Dell,2 in 1 Convertible,11.6,1.47,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,500,0,4,windows,25521.12
